,Deposit type,Description,Deposit environment,Deposit group
155,Porphyry gold ± copper,"Porphyry gold ± copper deposits are also known as Intrusion-related gold. They belong to the general deposit group of Porphyry deposits. The deposit environment is typically Magmatic hydrothermal. Genetically related features of typical Porphyry gold ± copper deposits include: Continental back arc or hinter-land, felsic magmatism of ilmenite to magnetite series, calc-alkaline volcano-plutonic center, magmatic fluid, alkali and hydrolytic metasomatism. Porphyry gold ± copper deposits are significant mineral resources characterized by their occurrence in large, low to medium-grade disseminated ore bodies. These deposits are primarily formed in magmatic hydrothermal environments associated with felsic to intermediate intrusive complexes, often within continental back arcs or hinterlands. A typical feature distinguishing them is the extensive hydrothermal alteration zones enveloping the ore, including potassic, phyllogenic, and propylitic alteration, which are key in identifying prospective areas for exploration. Physiographically, these deposits are often found in mountainous areas, indicating their close relationship with orogenic processes. The ore minerals mainly comprise chalcopyrite, bornite, and molybdenite, with gold often occurring as a byproduct, contributing significantly to the economic value of these deposits. Tectonically, these are primarily associated with subduction zone environments, where calc-alkaline magmatism triggers the mineralizing events during the late stages of magmatic evolution, typically in the Cenozoic era. Age of mineralization, extensive alteration footprints, and associated large tonnage potential, coupled with moderate grades of copper and gold, largely define their economic geology. Structurally, porphyry deposits are controlled by regional faults and fractures, which facilitated the ascent of mineralizing fluids. These characteristics collectively distinguish porphyry gold ± copper deposits from other deposit types, making them highly sought after in the mining industry for their substantial resource potential and relatively predictable geological models for exploration.Porphyry gold ± copper type mineral deposits are also known as USGS deposit model number 20c. Porphyry gold ± copper type mineral deposits are also known as Porphyry Cu-Au. ",Magmatic hydrothermal,Porphyry
156,Climax-type porphyry molybdenum,"Climax-type porphyry molybdenum deposits are also known as Alkali-feldspar rhyolite-granite porphyry molybdenum; high-fluorine porphyry molybdenum. They belong to the general deposit group of Porphyry deposits. The deposit environment is typically Magmatic hydrothermal. Genetically related features of typical Climax-type porphyry molybdenum deposits include: Continental rift, hydrous bimodal magmatism, A-type volcano-plutonic center, magmatic fluid. Climax-type porphyry molybdenum deposits, distinctively characterized by their high-grade molybdenum mineralization, primarily occur within continental rift environments associated with A-type, alkali-feldspar-rich granite to rhyolite magmatic systems. These deposits are notable for their magmatic-hydrothermal origin, forming extensive alteration halos typically dominated by greisenization, potassic and silicic alterations which directly correspond to the concentration zones of molybdenite€”the primary ore mineral. Structurally, these deposits often manifest in dome-like subvolcanic intrusions indicative of substantial magmatic fluid contributions and are linked to high fluorine levels, facilitating the transport and deposition of molybdenum. The age of these systems typically aligns with episodic rifting and magmatism, ranging broadly from the Mesozoic to Cenozoic. Uniquely, these deposits contain minimal by-products, contrasting sharply with other porphyry deposits that might also yield significant amounts of copper, gold, or silver. Grade and tonnage reports for Climax-type deposits exemplify some of the largest and highest-grade molybdenum reserves globally, often surpassing hundreds of millions of tons at grades typically above 0.1% Mo. The physiography generally features elevated terrains, which not only aids in the erosion and exposure of these deposits but also significantly influences mining strategies. This specialization in molybdenum, accompanied by their geological and geographical dispositions, sets Climax-type deposits apart from their porphyry counterparts, skewing predominantly towards metallurgical industries focused on strengthening steel and alloys.Climax-type porphyry molybdenum type mineral deposits are also known as USGS deposit model number 16. Climax-type porphyry molybdenum type mineral deposits are also known as Climax Mo. ",Magmatic hydrothermal,Porphyry
157,Low-fluorine porphyry molybdenum,"Low-fluorine porphyry molybdenum deposits are also known as Arc-related porphyry molybdenum; low-fluorine stockwork molybdenite. They belong to the general deposit group of Porphyry deposits. The deposit environment is typically Magmatic hydrothermal. Genetically related features of typical Low-fluorine porphyry molybdenum deposits include: Arc, magnetite series, calc-alkaline volcano-plutonic center, magmatic fluid, alkali and hydrolytic metasomatism. Low-fluorine porphyry molybdenum deposits, classified under the broader group of porphyry deposits and often referred to as Arc-related or low-fluorine stockwork molybdenite deposits, are distinctive geological formations primarily characterized by their magmatic-hydrothermal origin in arc-related, calc-alkaline volcano-plutonic settings. These deposits are typically associated with intrusive rock types such as granodiorite, quartz monzonite, and other intermediate to felsic intrusives. Mineralization in these deposits involves mainly molybdenite with some pyrite, chalcopyrite, and minor amounts of other sulfides, distributed in stockworks, veins, and disseminated forms. Low-fluorine porphyry molybdenum deposits are distinguished by their relatively low fluorine content compared to other porphyry deposits, which influences the types and intensities of alteration€”predominantly potassic with phyllic or propylitic zones and lesser sericitic alterations. These deposits generally exhibit large tonnage but lower grade molybdenum, with typical molybdenum grades ranging from 0.01% to 0.20%. The physiography of these deposits often includes mountain regions with significant relief, which facilitates the exposure and erosion of mineralized bodies. They are predominantly of Mesozoic to Cenozoic age, linked to periods of intense tectonic activity such as subduction and continental margin arc magmatism. Key structural controls include faults and fractures that guided the ascent of hydrothermal fluids. Thus, low-fluorine porphyry molybdenum deposits hold specific interest due to their unique genetic and environmental formation conditions, scale, age, and economic importance, distinctly setting them apart from other mineral deposit types.Low-fluorine porphyry molybdenum type mineral deposits are also known as USGS deposit model number 21b. Low-fluorine porphyry molybdenum type mineral deposits are also known as Porphyry Mo, low-F. ",Magmatic hydrothermal,Porphyry
158,Porphyry tungsten,"Porphyry tungsten deposits belong to the general deposit group of Porphyry deposits. The deposit environment is typically Magmatic hydrothermal. Genetically related features of typical Porphyry tungsten deposits include: Continental arc, back arc, or hinterland, felsic magmatism of ilmenite series, calc-alkaline volcano-plutonic center, magmatic fluid, alkali and hydrolytic metasomatism. Porphyry tungsten deposits, a subtype of the broader porphyry deposit family, are primarily formed within continental arc, back arc, or hinterland settings where felsic magmatism of the ilmenite series predominates within calc-alkaline volcano-plutonic centers. Characteristic of these deposits is the association with large-scale, high-level intrusive complexes that drive the magmatic-hydrothermal systems essential for mineralization. These systems introduce magmatic fluids that interact extensively with the surrounding rock, causing alkali and hydrolytic metasomatism that results in extensive alteration halos. Typically, the alteration minerals include potassium feldspar, biotite, and quartz, often accompanied by greisenization€”a process indicative of substantial tungsten mineralization. Ore minerals predominantly comprise scheelite (CaWO4) and lesser wolframite (Fe,Mn)WO4, forming in veinlet-disseminated or stockwork orebodies. Compared to other porphyry deposits like those of copper or molybdenum, porphyry tungsten deposits exhibit lower overall tonnage but can show appreciable grades of tungsten, vital for high-tech and industrial applications. The age of mineralization usually correlates with the timing of magmatic activity, which, in these deposits, can range widely from the Paleozoic to the Cenozoic, reflecting the long-lived nature of continental magmatic arcs. Tectonically, these deposits are tied to subduction-related processes or crustal extension settings, where the juxtaposition of different crustal blocks and associated fault systems provides pathways for fluid flow and ore deposition.
Porphyry tungsten type mineral deposits are also known as USGS deposit model number 21c. Porphyry tungsten type mineral deposits are also known as Porphyry W. ",Magmatic hydrothermal,Porphyry
159,Porphyry tin,"Porphyry tin deposits belong to the general deposit group of Porphyry deposits. The deposit environment is typically Magmatic hydrothermal. Genetically related features of typical Porphyry tin deposits include: Continental back arc, or hinterland, felsic S-type volcano-plutonic center, magmatic fluid, alkali and hydrolytic metasomatism. Porphyry tin deposits are a specialized subset of porphyry deposits, characterized by their distinct geological and mineralogical features. These deposits are primarily formed in magmatic-hydrothermal environments associated with continental back-arc or hinterland settings, where felsic S-type volcano-plutonic centers are prevalent. The rock types involved typically include granitic and other felsic intrusives, which are crucial in the formation of these deposits through the crystallization of magma and subsequent expulsion of mineral-laden hydrothermal fluids. These fluids lead to pervasive alkali and hydrolytic metasomatism, contributing to the alteration of surrounding rocks and the concentration of tin. Ore types in porphyry tin deposits often consist of cassiterite as the primary tin-bearing mineral, occasionally accompanied by other commodities like tungsten, copper, or molybdenum. The deposits are generally large, low to moderate grade but can be economically viable due to their size and the by-products contained. The mineralization age can vary widely but often correlates with orogenic events which also dictate the tectonic settings - typically subduction-related or collisional orogens. Orebody shapes are usually disseminated and stockwork in nature, concentrated near the upper portions of the intrusive bodies or along associated fracture zones. The combination of these factors€”particularly the type of host pluton, the associated hydrothermal alteration, and specific tectonic setting€”helps distinguish porphyry tin deposits from other mineral deposit types.Porphyry tin type mineral deposits are also known as USGS deposit model number 20a. Porphyry tin type mineral deposits are also known as Porphyry Sn. ",Magmatic hydrothermal,Porphyry
160,Greisen tin ± W-Mo,"Greisen tin ±W-Mo deposits belong to the general deposit group of Greisen deposits. The deposit environment is typically Magmatic-Magmatic hydrothermal. Genetically related features of typical Greisen tin ±W-Mo deposits include: Continental back arc or hinterland, felsic S-type volcano-plutonic center, magmatic fluid, alkali and hydrolytic metasomatism. Greisen tin ± W-Mo deposits, primarily associated with magmatic-magmatic hydrothermal systems, are distinguished by their unique geological features and ore-hosting environments. These deposits typically occur in continental back-arc or hinterland regions associated with felsic S-type volcano-plutonic centers. They are formed from magmatic fluids that induce intense alkali and hydrolytic metasomatism, altering the surrounding host rocks usually comprised of granites or meta-sedimentary rocks. Key to their identification is the formation of greisen, a highly altered, coarse-grained aggregate of quartz and mica, usually muscovite or lithium-rich varieties, which replaces the original minerals of the host rock. Ore minerals predominantly include cassiterite (tin) and wolframite (tungsten), with occasional molybdenite (molybdenum) and traces of other minerals like beryl or topaz. The deposits are typically high-grade but may vary widely in tonnage, often forming in relatively small but rich pockets or veins. Structurally, these deposits commonly form in zones with significant brittle deformation features such as joints, faults, and fractures, which serve as conduits for the mineralizing fluids. The physiography of these areas usually features mountainous terrains with significant relief, influenced by the tectonic activity in the region. The age of mineralization is typically linked to the tectonomagmatic events of the region, often corresponding to periods of orogeny and associated magmatic activity from the Devonian to the Cretaceous periods. These geological and geochemical characteristics make Greisen tin ± W-Mo deposits notably distinct from other hydrothermal and magmatic deposits, mainly due to the type of alteration, the nature of the host rocks, and the specific suite of economic minerals concentrated within these systems.Greisen tin ± W-Mo type mineral deposits are also known as USGS deposit model number 15c. Greisen tin ± W-Mo type mineral deposits are also known as Sn greisen. ",Magmatic hydrothermal,Greisen
161,Greisen tungsten-molybdenum ± Bi,"Greisen tungsten-molybdenum ±Bi deposits belong to the general deposit group of Greisen deposits. The deposit environment is typically Magmatic hydrothermal. Genetically related features of typical Greisen tungsten-molybdenum ±Bi deposits include: Continental back arc or hinterland, felsic magmatism of ilmenite series, felsic calc-alkaline volcano-plutonic center, magmatic fluid, alkali and hydrolytic metasomatism. Greisen tungsten-molybdenum ± Bi deposits are distinctive hydrothermal deposits typically linked to highly evolved granitic systems in continental back arc or hinterland settings. These deposits form in association with felsic, calc-alkaline volcano-plutonic centers, primarily within the ilmenite series granites that undergo intense alkali and hydrolytic metasomatism. Greisenization, a pivotal alteration process, typically transforms the parent granite into a mica-rich rock, mainly composed of quartz and muscovite, which characteristically hosts the ore minerals. The ore bodies in these settings are primarily enriched in tungsten (as wolframite or scheelite), molybdenum (commonly as molybdenite), and occasionally bismuth minerals, which define the commodity suite of these deposits. Their formation is closely related to magmatic fluids, underlining their classification within the magmatic-hydrothermal deposit group. Structurally, these deposits are often controlled by the presence of fault zones and fractures, which facilitate fluid flow and mineral deposition. The tectonic setting generally involves considerable crustal deformation and thickening, which is conducive to the genesis of these mineral systems. The age of mineralization is predominantly Phanerozoic, with a significant occurrence in the Mesozoic era, especially in contexts where orogenic movements and magmatism were prevalent. Distinguishing features of Greisen tungsten-molybdenum ± Bi deposits include their specific mineral assemblages, the nature of host rock alteration, and their strong spatial relationship with evolved granitic intrusions, setting them apart from other deposit types that may involve different alteration styles, host rocks, or tectonic environments.",Magmatic hydrothermal,Greisen
162,Greisen beryllium ± Li,"Greisen beryllium ±Li deposits belong to the general deposit group of Greisen deposits. The deposit environment is typically Magmatic hydrothermal. Genetically related features of typical Greisen beryllium ±Li deposits include: Continental rift, hydrous bimodal magmatism, A-type volcano-plutonic center, magmatic fluid. Greisen beryllium ± Li deposits, often found in magmatic hydrothermal environments, are distinct within the realm of Greisen-type mineralization, characterized primarily by their unique geological and geochemical features. These deposits typically form in settings dominated by A-type volcano-plutonic centers associated with continental rift zones, where hydrous bimodal magmatism plays a critical role. The primary rock types involved are highly evolved granitic intrusions, often leucogranites, which undergo extensive hydrothermal alteration to form greisen€”a rock dominated by mica, usually muscovite or lithium-rich lepidolite, and quartz. Ore bodies in these deposits are usually lens-shaped or pipelike and are associated with high levels of alteration including silicification and greisenization. Beryllium ± lithium (often accompanied by tin, tungsten, or tantalum) forms the chief economic commodities, with mineralization typically occurring in association with minerals like beryl or spodumene. Grades and tonnage can vary significantly but are generally moderate to high in quality, making these deposits economically important. The mineralization age usually correlates with the timing of magmatic events during the late stages of the cooling and crystallization of the host granite. Structural controls such as fractures and faults play crucial roles in ore localization, serving as conduits for the mineralizing fluids. These geological and geochemical characteristics not only define the resource potential but also distinguish these deposits from other types of mineral deposits, specifically through their link to specialized tectonic settings and magmatic processes.",Magmatic hydrothermal,Greisen
163,Reduced intrusion-related gold,"Reduced intrusion-related gold deposits are also known as Plutonic-related gold: intrusion-centered gold; sheeted vein gold; shear-related gold veins. They belong to the general deposit group of Intrusion-related deposits. The deposit environment is typically Magmatic hydrothermal. Genetically related features of typical Reduced intrusion-related gold deposits include: Continental back arc or hinterland, regional felsic magmatism of ilmenite series, calc-alkaline volcano-plutonic center, magmatic fluid, alkali and hydrolytic metasomatism. Reduced intrusion-related gold deposits (RIRGDs) are distinctive mineral systems typically associated with magmatic-hydrothermal processes linked to felsic to intermediate plutons emplaced in continental back-arc or hinterland settings. These deposits are often formed in regions characterized by ilmenite series magmatism, reflecting a reduced oxidation state which is pivotal for the solubility and transport of gold in hydrothermal fluids. Typically, RIRGDs are hosted in or near calc-alkaline volcanic-plutonic complexes with associated alkali and hydrolytic metasomatism altering the surrounding country rocks. Ore bodies in these deposits generally manifest as sheeted vein systems, disseminations, or as gold-bearing fractures structured within or adjacent to the causative plutons. Unlike more oxidized systems, sulfidation states are low, and the gold frequently occurs with bismuth, tellurium, and tungsten as mineralogical companions, emphasizing a geochemical signature enriched in these elements compared to other intrusion-related systems. The deposits show a wide variance in age, depending on the regional geology and tectonic history, but are predominantly Mesozoic to Tertiary. Grades and tonnages of RIRGDs can vary widely; however, they generally present medium to high-grade gold mineralization with moderate overall tonnage. Importantly, these deposits are distinguished from other types primarily by their geochemical signatures, reduced state, and association with specific tectonic and magmatic settings, making them an important target for gold exploration in suitable geological terrains.
",Magmatic hydrothermal,Intrusion-related
164,Oxidized intrusion-related gold,"Oxidized intrusion-related gold deposits are also known as Plutonic-related gold; disseminated gold; plutonic gold; intrusion-related gold veins. They belong to the general deposit group of Intrusion-related deposits. The deposit environment is typically Magmatic hydrothermal. Genetically related features of typical Oxidized intrusion-related gold deposits include: Continental back arc or hinterland, regional felsic magmatism of ilmenite to magnetite series, calc-alkaline volcano-plutonic center, magmatic fluid, alkali and hydrolytic metasomatism. Oxidized intrusion-related gold deposits typically manifest within or near the margins of magmatic bodies in continental back arc or hinterland settings, where extensive felsic magmatism occurs, originating from ilmenite to magnetite series. These deposits are often associated with calc-alkaline volcano-plutonic centers, indicative of significant magmatic activity and the presence of magmatic fluids. Alkali and hydrolytic metasomatism play crucial roles in the alteration processes that concentrate ores. The rock types hosting these deposits commonly include granitoids and other felsic intrusive rocks, which undergo extensive alteration, forming an environment conducive for gold mineralization. Key distinguishing features include the presence of disseminated sulfide minerals such as pyrite, chalcopyrite, and arsenopyrite within these altered rocks. Commodity types typically focus on gold, often accompanied by minor quantities of other metals like silver. Ore grades can vary, with some large deposits presenting lower grades but compensated by the substantial tonnage that makes them economically viable. Physiographically, these deposits occur in regions featuring moderate to high relief, correlating to the younger ages of emplacement and mineralization, generally Mesozoic to Cenozoic. Key ore controls are the structurally controlled emplacement of the intrusive bodies and the associated hydrothermal systems. The tectonic setting is primarily controlled by subduction-related magmatic arcs and the related tectonic stress regimes, resulting in specific structural settings that facilitate the formation of these mineral deposits. Hence, oxidized intrusion-related gold deposits are essentially distinguished by their specific magmatic-hydrothermal origin, the nature of host rocks, the type and extent of alteration, and their tectonic and physiographic settings.",Magmatic hydrothermal,Intrusion-related
165,Simple pegmatite,"Simple pegmatite deposits belong to the general deposit group of Pegmatite deposits. The deposit environment is typically Magmatic. Genetically related features of typical Simple pegmatite deposits include: Anatexis or any felsic pluton. Simple pegmatite deposits are a subset of pegmatite mineral deposits that are characterized primarily by their large crystal sizes and often simple mineralogy, predominantly forming in magmatic environments. These deposits are typically associated with the late stages of crystallization of granitic magmas, where the residual melt becomes enriched in volatiles and incompatible elements, leading to the formation of large crystals. Simple pegmatites are generally less complex and less mineralogically diverse than complex pegmatites, as they lack the significant quantities of rare elements like lithium, cesium, and tantalum that the latter can contain. However, they may host commercially important minerals such as quartz, feldspar, and mica, and on rare occasions, contain gem-quality crystals. The rock types are mainly granitic, and the deposits are often found as dykes, lenses, or irregular bodies intruding into the country rock. These deposits usually present relatively low grades and tonnages compared to other mineral deposits. The geologic settings of simple pegmatites typically relate to stable tectonic environments such as continental shields or platforms, with the age of mineralization coinciding broadly with that of the host plutons, usually in the Proterozoic to Mesozoic eras. Structurally, simple pegmatites may form in predictable orientations based on local stresses and the presence of structural weaknesses, which control the emplacement of the magma. The major distinguishing feature of simple pegmatite deposits is their straightforward mineralogical composition and large crystal sizes, contrasting sharply with the complexity and high economic value of rare-element-enriched pegmatites.Simple pegmatite type mineral deposits are also known as USGS deposit model number 13a. Simple pegmatite type mineral deposits are also known as Be-Li pegmatites. ",Magmatic,Pegmatite
166,LCT pegmatite,"LCT pegmatite deposits belong to the general deposit group of Pegmatite deposits. The deposit environment is typically Magmatic. Genetically related features of typical LCT pegmatite deposits include: Continental back arc or hinterland, S-type plutonic center. LCT (Lithium-Cesium-Tantalum) pegmatite deposits represent a significant category of mineral deposits within the broader spectrum of pegmatitic formations, distinctively linked with leucogranitic source rocks from the crust, primarily in continental back arc or hinterland settings related to S-type granitic plutonic centers. These deposits are characterized by their enrichment in rare metals, particularly lithium, tantalum, and cesium, which distinguish them from other deposit types such as NYF (Niobium-Yttrium-Fluorine) pegmatites. Forming in orogenic belts, LCT pegmatites typically intrude at higher levels in the crust and display a spatial connection to peraluminous leucogranites. Their geological settings include complex zonations which mirror the crystallization process; core zones often contain quartz, while outer zones are rich in petalite, spodumene, and other lithium-bearing minerals, with tantalite and pollucite as additional ore minerals. These deposits are mined primarily for lithium used in batteries, with tantalum and cesium as by-products, crucial in electronic components and various alloys. Given their magmatic origin, these deposits can be dated back to late stages of orogenic events, reflecting the timing of the plutonic activity and subsequent pegmatite emplacement. The volume and grade of LCT pegmatites can be remarkably high, yet their occurrence is less frequent compared to other pegmatite types. The unique combination of geological features contributing to the formation of these deposits, including their specialized mineralogy and petrological associations, makes LCT pegmatite deposits a fundamental resource for modern technology-enhancing materials.LCT pegmatite type mineral deposits are also known as USGS deposit model number 13b. LCT pegmatite type mineral deposits are also known as Phosphate in carbonatites. ",Magmatic,Pegmatite
167,NYF pegmatite,"NYF pegmatite deposits belong to the general deposit group of Pegmatite deposits. The deposit environment is typically Magmatic. Genetically related features of typical NYF pegmatite deposits include: Continental rift, hydrous bimodal magmatism, A-type plutonic center. NYF (niobium-yttrium-fluorine) pegmatite deposits are characterized by their unique mineralogical associations primarily composed of niobium-tantalum minerals, rare earth elements, and other minerals like beryl and topaz, distinguishing them from LCT (lithium-cesium-tantalum) pegmatites that focus on lithium-bearing minerals. Located predominantly in granitic host rocks, these pegmatites typically crystallize from highly evolved, peraluminous melts associated with continental rift settings and A-type granites. The ""NYF"" acronym comes from the characteristic enrichment in niobium (Nb), yttrium (Y), and fluorine (F), elements indicative of the specific geochemical environment of their formation. These pegmatites are commonly found in environments that have undergone significant magmatic and post-magmatic differentiation processes, often related to bimodal magmatism and situated near or within rift zones where the crust is thinning. The deposits can range from small, pod-like bodies to extensive, zoned complexes several kilometers in length, with the economic concentrations of minerals typically localized in zoned crystal-rich pockets. The mineralization age of these deposits can vary widely but often correlates with periods of enhanced geotectonic activity such as the Precambrian. The economic value of NYF pegmatites is substantial due to the rare metals and elements they contain, which are critical for advanced technological applications, distinguishing these deposits from others which may have broader but less strategically important mineral assemblages.NYF pegmatite type mineral deposits are also known as USGS deposit model number 13c. NYF pegmatite type mineral deposits are also known as Nb-Ta pegmatites. ",Magmatic,Pegmatite
168,Abyssal pegmatite REE,"Abyssal pegmatite REE deposits belong to the general deposit group of Pegmatite deposits. The deposit environment is typically Magmatic. Genetically related features of typical Abyssal pegmatite REE deposits include: Anatexis associated with high grade metamorphism. Abyssal pegmatite REE deposits are distinctive mineral reservoirs primarily formed within the deep crustal settings associated with high-grade regional metamorphism and magmatic activities. These deposits are characteristically hosted within pegmatites, which are igneous rocks composed predominantly of large crystals due to slow crystallization from a magma or by extensive metamorphic anatexis (partial melting) of surrounding rock. The regional metamorphic environment contributes significantly to the complexity and unique mineral composition of these deposits, including a variety of rare earth elements (REEs) concentrated in accessory minerals like monazite, xenotime, and sometimes, associated with tantalite or columbite. These deposits can vary significantly in terms of REE concentration, which often influences both grade and tonnage. Typically, these deposits offer a rich but localized accumulation of REEs, distinguishing them from other more diffuse or stratiform mineral deposit types. The tectonic setting for the formation of these deposits usually involves high-grade metamorphic belts within continental shields or orogenic interiors characterized by intense tectonic stress and significant magmatic intrusions. Alterations are usually localized around the pegmatite body, heavily influenced by the original composition of the host rocks and the fluids emanating during the late stages of pegmatite formation. Such conditions and settings not only define the physiography and ore controls but also mark clear distinctions in age of mineralization across different locales, which can be crucial for dating and exploration purposes. These geological features provide unique exploration challenges and opportunities compared to other REE deposit types like carbonatites or placers, highlighting their importance in strategic mineral supply and technology applications.",Magmatic,Pegmatite
169,Carbonatite REE,"Carbonatite REE deposits belong to the general deposit group of Carbonatite deposits. The deposit environment is typically Magmatic. Genetically related features of typical Carbonatite REE deposits include: SCLM partial melt, alkalic-peralkaline magmatic center, carbonatites. Carbonatite REE deposits are distinctive for their geological setup, primarily hosted within carbonatite complexes that are intrusively associated with alkaline igneous rocks. These magmatic bodies are often linked to deep mantle sources (specifically the subcontinental lithospheric mantle), which contribute to the unique geochemical signature of the carbonatites, particularly enriched in rare earth elements (REEs). Carbonatites themselves are rare igneous rocks composed predominantly of carbonate minerals, and within REE deposits, they often contain significant concentrations of bastnaesite, monazite, and other REE-bearing minerals. These deposits can exhibit a range of REE ore types with varying grades and tonnages, typically presenting high concentrations of light REE (LREE) and sometimes significant amounts of heavy REE (HREE), depending on the specific mineral assemblage. The age of mineralization in these settings can vary widely but often correlates with periods of enhanced magmatic activity related to tectonic plate movements and rift environments. Structurally, carbonatite REE deposits may be controlled by ring structures, faults, or fractures that serve as pathways for the carbonatitic magmas. The tectonic settings favoring carbonatite formation generally involve rifting or intracontinental hotspot activity, settings that provide the necessary conditions for melting of metasomatized mantle lithosphere. This combination of geological features€”especially the association with carbonatite, the mantle source characteristics, and the enrichment in REEs€”distinctly sets carbonatite REE deposits apart from other deposit types.Carbonatite REE type mineral deposits are also known as USGS deposit model number 10. Carbonatite REE type mineral deposits are also known as Carbonatite. ",Magmatic,Carbonatite
170,Carbonatite niobium,"Carbonatite niobium deposits belong to the general deposit group of Carbonatite deposits. The deposit environment is typically Magmatic. Genetically related features of typical Carbonatite niobium deposits include: SCLM partial melt, alkalic-peralkaline magmatic center, carbonatites. Carbonatite niobium deposits, distinct within the broader category of carbonatite-associated deposits, are primarily magmatic in origin and notable for their unique geological settings and rich niobium content. Typically emerging from the partial melting of the sub-continental lithospheric mantle (SCLM) associated with alkalic to peralkaline magmatic activities, these deposits are predominantly formed in areas surrounding carbonatite intrusions. Carbonatites, the principal rock types in these deposits, are rare igneous rocks composed mainly of carbonate minerals and often serve as the primary hosts for niobium ore, along with pyrochlore as a principal ore mineral. These niobium-bearing carbonatites stand out due to their enrichment in rare earth elements and other commodities like phosphate. The deposits often present high grades of niobium with significant economic tonnage. Geographically, these deposits typically occur in stable continental shield regions and are linked to intraplate tectonic settings where deep-rooted structural controls and rift-related settings facilitate their formation. The age of mineralization varies widely but often corresponds to Proterozoic to Cenozoic eras, crucial for understanding their formation in relation to global tectonic cycles. Key to identifying and exploring these deposits are their association with fenitization€”a type of metasomatic alteration usually encompassing alkali silicate-rich rocks surrounding the carbonatites. This complex genesis and distinctive geological framework make carbonatite niobium deposits unique among mineral deposit types, emphasizing their importance in global niobium supply.",Magmatic,Carbonatite
171,Peralkaline igneous HFSE-REE,"Peralkaline igneous HFSE-REE deposits belong to the general deposit group of Peralkaline igneous deposits. The deposit environment is typically Magmatic. Genetically related features of typical Peralkaline igneous HFSE-REE deposits include: SCLM partial melt, alkalic-peralkaline magmatic center and related pegmatites. Peralkaline igneous HFSE-REE (High-Field Strength Elements - Rare Earth Elements) deposits are a distinct type of magmatic mineral deposit, primarily formed in magmatic environments characterized by highly alkaline and peralkaline igneous rocks. These deposits are often associated with oxygen-enriched environments where large ionic-radius elements (LILE) such as Zr, Nb, Ta, and the REEs concentrate. Rock types typically include nepheline syenites, peralkaline granites, and associated pegmatites, which exhibit extensive fenitization and alkali metasomatism. The ore types in these deposits predominantly contain minerals like eudialyte, loparite, and various REE-bearing phosphates and silicates. Commodity-wise, these deposits are key sources of niobium, tantalum, zirconium, and rare earth elements, possessing high grades but often with lower tonnage compared to other deposit types. Physiographically, these deposits are usually found in stable cratonic settings or along continental rift environments. The age of mineralization can vary widely but generally corresponds to periods of intense tectonic activity that facilitate the formation of these unusual magmatic compositions. Ore bodies are typically irregular and are markedly controlled by the intrusion-related structural frameworks, which also influence the extensive hydrothermal alteration typically seen in these systems. The combination of these features€”particularly the specialized magmatic composition and resultant mineral assemblages rich in HFSE and REEs€”clearly distinguishes Peralkaline igneous HFSE-REE deposits from more common igneous-related deposits such as porphyry or epithermal systems.Peralkaline igneous HFSE-REE type mineral deposits are also known as USGS deposit model number 11. Peralkaline igneous HFSE-REE type mineral deposits are also known as Alkaline complexes. ",Magmatic,Peralkaline igneous
172,Apatite-nepheline-titanite intrusion,"Apatite-nepheline-titanite intrusion deposits are also known as Alkaline massif, nepheline-syenite-foyaite complex. They belong to the general deposit group of Apatite-nepheline-titanite intrusion deposits. The deposit environment is typically Magmatic. Genetically related features of typical Apatite-nepheline-titanite intrusion deposits include: Zoned alkalic plutonic center. Apatite-nepheline-titanite intrusion deposits, prominently found within alkaline massifs such as nepheline-syenite-foyaite complexes, are distinct magmatic deposit environments characterized by unique geological features. These intrusions typically showcase zoned alkalic plutonic centers where the rock types include nepheline syenite and foyaite, among others, generally rich in alkaline and silica-under-saturated minerals. Ore types in these deposits are diverse, including apatite (phosphate mineral), nepheline (silicate), and titanite (titanium and calcium bearing mineral), which distinctly sets them apart from other deposit types that do not commonly show this combination. These minerals often deliver commodities like phosphates, rare earth elements, niobium, and titanium, with variable grades and tonnage depending on the specific deposit's size and concentration rates. These deposits generally form in stable continental settings associated with deep-seated tectonic processes like rifting or near subduction zones, and their age varies widely, typically forming during specific geologic periods when conditions favor alkaline magmatism. Orebody formation is closely related to magmatic differentiation and crystallization processes, controlled by the complex interplay of geological structures such as faults and fractures, aiding in the ascent and emplacement of magma. Alteration features might include fenitization, adding complexity to the deposit by altering both the immediate host rocks and the ore minerals themselves. The combination of rare mineral types, specific tectonic settings, and associated large-scale metasomatic alteration processes serves to delineate apatite-nepheline-titanite intrusion deposits from other mineral deposit categories.",Magmatic,Apatite-nepheline-titanite intrusion
